CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
15020096,THEFT MISD. (UNDER $950),04/05/2015 12:00:00 AM,00:00,LARCENY,0,06/10/2015 03:30:13 AM,"2400 DURANT AVE
Berkeley, CA
(37.867563518000054, -122.26081572799995)",2400 DURANT AVE,Berkeley,CA
15015077,BRANDISHING,03/14/2015 12:00:00 AM,11:48,WEAPONS OFFENSE,6,06/10/2015 03:30:12 AM,"500 ARLINGTON AVE
Berkeley, CA
(37.901439451000044, -122.27676445999998)",500 ARLINGTON AVE,Berkeley,CA
15018850,BURGLARY AUTO,03/31/2015 12:00:00 AM,19:30,BURGLARY - VEHICLE,2,06/10/2015 03:30:13 AM,"2100 ALLSTON WAY
Berkeley, CA
(37.869401560000028, -122.26775037099998)",2100 ALLSTON WAY,Berkeley,CA
15090025,THEFT MISD. (UNDER $950),01/07/2015 12:00:00 AM,12:00,LARCENY,3,06/10/2015 03:30:10 AM,"VICENTE RD
Berkeley, CA
(37.856223599000032, -122.23466083199997)",VICENTE RD,Berkeley,CA
15007547,BURGLARY RESIDENTIAL,02/06/2015 12:00:00 AM,13:30,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:11 AM,"1900 MCGEE AVE
Berkeley, CA
(37.872416929000053, -122.27770356999997)",1900 MCGEE AVE,Berkeley,CA
15008715,DOMESTIC VIOLENCE,02/11/2015 12:00:00 AM,23:27,FAMILY OFFENSE,3,06/10/2015 03:30:11 AM,"2300 DURANT AVE
Berkeley, CA
(37.867223595000041, -122.26324588999995)",2300 DURANT AVE,Berkeley,CA
15020670,BURGLARY RESIDENTIAL,04/09/2015 12:00:00 AM,11:30,BURGLARY - RESIDENTIAL,4,06/10/2015 03:30:13 AM,"1700 WALNUT ST
Berkeley, CA
(37.876596255000038, -122.26780431699996)",1700 WALNUT ST,Berkeley,CA
15090290,VANDALISM,02/19/2015 12:00:00 AM,19:00,VANDALISM,4,06/10/2015 03:30:12 AM,"2100 ROSE ST
Berkeley, CA
(37.882050689000039, -122.26919819199998)",2100 ROSE ST,Berkeley,CA
15090811,BURGLARY AUTO,05/19/2015 12:00:00 AM,15:35,BURGLARY - VEHICLE,2,06/10/2015 03:30:09 AM,"2500 DURANT AVE
Berkeley, CA
(37.867822782000076, -122.25868631099996)",2500 DURANT AVE,Berkeley,CA
15090404,THEFT FELONY (OVER $950),03/11/2015 12:00:00 AM,00:00,LARCENY,3,06/10/2015 03:30:12 AM,"2200 ASHBY AVE
Berkeley, CA
(37.855692500000032, -122.26336161599994)",2200 ASHBY AVE,Berkeley,CA
15090903,BURGLARY AUTO,06/04/2015 12:00:00 AM,15:55,BURGLARY - VEHICLE,4,06/10/2015 03:30:10 AM,"900 GRIZZLY PEAK BLVD
Berkeley, CA
(37.89693518200005, -122.26163384799997)",900 GRIZZLY PEAK BLVD,Berkeley,CA
15022018,THEFT MISD. (UNDER $950),04/15/2015 12:00:00 AM,18:00,LARCENY,3,06/10/2015 03:30:13 AM,"2000 UNIVERSITY AVE
Berkeley, CA
(37.871802763000062, -122.27056633599994)",2000 UNIVERSITY AVE,Berkeley,CA
15004824,NARCOTICS,01/25/2015 12:00:00 AM,23:25,DRUG VIOLATION,0,06/10/2015 03:30:10 AM,"SECOND STREET &amp; JONES ST
Berkeley, CA
(37.874373971000068, -122.30443811599997)",SECOND STREET & JONES ST,Berkeley,CA
15000528,THEFT MISD. (UNDER $950),01/03/2015 12:00:00 AM,17:40,LARCENY,6,06/10/2015 03:30:10 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.864457826000034, -122.25854806999996)",2500 TELEGRAPH AVE,Berkeley,CA
15024013,BURGLARY AUTO,04/25/2015 12:00:00 AM,01:00,BURGLARY - VEHICLE,6,06/10/2015 03:30:14 AM,"2200 MCKINLEY AVE
Berkeley, CA
(37.868406988000061, -122.27384342599998)",2200 MCKINLEY AVE,Berkeley,CA
15007869,ASSAULT/BATTERY MISD.,02/08/2015 12:00:00 AM,09:39,ASSAULT,0,06/10/2015 03:30:11 AM,"2000 SHATTUCK AVE
Berkeley, CA
(37.871906468000077, -122.26839428499994)",2000 SHATTUCK AVE,Berkeley,CA
15028459,NARCOTICS,05/16/2015 12:00:00 AM,23:55,DRUG VIOLATION,6,06/10/2015 03:30:09 AM,"BAY STREET &amp; POTTER ST
Berkeley, CA
(37.850500368000041, -122.29608611899999)",BAY STREET & POTTER ST,Berkeley,CA
15023349,BURGLARY AUTO,04/21/2015 12:00:00 AM,20:50,BURGLARY - VEHICLE,2,06/10/2015 03:30:14 AM,"2200 SHATTUCK AVE
Berkeley, CA
(37.869098358000031, -122.26811428099995)",2200 SHATTUCK AVE,Berkeley,CA
15004454,THEFT MISD. (UNDER $950),01/24/2015 12:00:00 AM,01:00,LARCENY,6,06/10/2015 03:30:10 AM,"3300 KING ST
Berkeley, CA
(37.84835664700006, -122.27362006699997)",3300 KING ST,Berkeley,CA
15090016,VANDALISM,01/04/2015 12:00:00 AM,18:50,VANDALISM,0,06/10/2015 03:30:10 AM,"2000 BERKELEY WAY
Berkeley, CA
(37.872662733000027, -122.27061968599997)",2000 BERKELEY WAY,Berkeley,CA
15031150,BURGLARY AUTO,05/30/2015 12:00:00 AM,08:20,BURGLARY - VEHICLE,6,06/10/2015 03:30:09 AM,"100 SPINNAKER WAY
Berkeley, CA
(37.870041474000061, -122.31747858999995)",100 SPINNAKER WAY,Berkeley,CA
15004382,FRAUD/FORGERY,01/22/2015 12:00:00 AM,22:50,FRAUD,4,06/10/2015 03:30:10 AM,"35TH AVENUE &amp;PAXTON
Berkeley, CA
(37.86988305400007, -122.27053687599999)",35TH AVENUE &PAXTON,Berkeley,CA
15030504,FRAUD/FORGERY,02/14/2015 12:00:00 AM,15:00,FRAUD,6,06/10/2015 03:30:09 AM,"1000 WOODSIDE RD
Berkeley, CA
(37.894108760000051, -122.25389949899994)",1000 WOODSIDE RD,Berkeley,CA
15030898,BURGLARY AUTO,05/28/2015 12:00:00 AM,22:00,BURGLARY - VEHICLE,4,06/10/2015 03:30:09 AM,"2000 NINTH ST
Berkeley, CA
(37.868509937000056, -122.29439071399997)",2000 NINTH ST,Berkeley,CA
15090600,THEFT MISD. (UNDER $950),04/07/2015 12:00:00 AM,22:35,LARCENY,2,06/10/2015 03:30:13 AM,"1941 UNIVERSITY AVE
Berkeley, CA
(37.871757824000042, -122.27206314999995)",1941 UNIVERSITY AVE,Berkeley,CA
15023332,DISTURBANCE,04/22/2015 12:00:00 AM,08:04,DISORDERLY CONDUCT,3,06/10/2015 03:30:14 AM,"2200 SHATTUCK AVE
Berkeley, CA
(37.869098358000031, -122.26811428099995)",2200 SHATTUCK AVE,Berkeley,CA
14073797,GUN/WEAPON,12/18/2014 12:00:00 AM,13:24,WEAPONS OFFENSE,4,06/10/2015 03:30:09 AM,"INTERSTATE 80
Berkeley, CA
(37.872928931000047, -122.30581788699999)",INTERSTATE 80,Berkeley,CA
15013279,BURGLARY RESIDENTIAL,03/03/2015 12:00:00 AM,03:00,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:12 AM,"1200 CARLETON ST
Berkeley, CA
(37.858753171000046, -122.28659572899994)",1200 CARLETON ST,Berkeley,CA
15010170,ASSAULT/BATTERY MISD.,02/18/2015 12:00:00 AM,18:00,ASSAULT,3,06/10/2015 03:30:11 AM,"SAN PABLO AVENUE &amp; FRANCISCO ST
Berkeley, CA
(37.872562748000064, -122.29332721399999)",SAN PABLO AVENUE & FRANCISCO ST,Berkeley,CA
15014961,BURGLARY RESIDENTIAL,03/13/2015 12:00:00 AM,11:20,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:12 AM,"2000 CHANNING WAY
Berkeley, CA
(37.86546290800004, -122.26975512999996)",2000 CHANNING WAY,Berkeley,CA
15010447,VEHICLE STOLEN,02/20/2015 12:00:00 AM,04:32,MOTOR VEHICLE THEFT,5,06/10/2015 03:30:11 AM,"900 UNIVERSITY AVE
Berkeley, CA
(37.86824336400008, -122.29603406899997)",900 UNIVERSITY AVE,Berkeley,CA
15031849,THEFT MISD. (UNDER $950),06/02/2015 12:00:00 AM,20:02,LARCENY,2,06/10/2015 03:30:10 AM,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862934802000041, -122.25878425499997)",2600 TELEGRAPH AVE,Berkeley,CA
15014273,ASSAULT/BATTERY MISD.,03/10/2015 12:00:00 AM,11:10,ASSAULT,2,06/10/2015 03:30:12 AM,"2200 MILVIA ST
Berkeley, CA
(37.868959842000038, -122.27047400799995)",2200 MILVIA ST,Berkeley,CA
15028278,VANDALISM,05/16/2015 12:00:00 AM,05:23,VANDALISM,6,06/10/2015 03:30:09 AM,"2400 MCKINLEY AVE
Berkeley, CA
(37.86485680800007, -122.27347354299997)",2400 MCKINLEY AVE,Berkeley,CA
14075432,BURGLARY RESIDENTIAL,12/27/2014 12:00:00 AM,11:00,BURGLARY - RESIDENTIAL,6,06/10/2015 03:30:09 AM,"2200 MCGEE AVE
Berkeley, CA
(37.868026735000058, -122.27723343899999)",2200 MCGEE AVE,Berkeley,CA
15020815,ASSAULT/BATTERY FEL.,04/10/2015 12:00:00 AM,16:10,ASSAULT,5,06/10/2015 03:30:13 AM,"DURANT AVENUE &amp; MILVIA ST
Berkeley, CA
(37.866380676000063, -122.27014887299998)",DURANT AVENUE & MILVIA ST,Berkeley,CA
14091680,THEFT MISD. (UNDER $950),12/14/2014 12:00:00 AM,22:00,LARCENY,0,06/10/2015 03:30:08 AM,"2400 EDWARDS ST
Berkeley, CA
(37.863726420000035, -122.28230347899995)",2400 EDWARDS ST,Berkeley,CA
15028995,THEFT MISD. (UNDER $950),05/19/2015 12:00:00 AM,17:17,LARCENY,2,06/10/2015 03:30:09 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.864457826000034, -122.25854806999996)",2500 TELEGRAPH AVE,Berkeley,CA
15090145,THEFT MISD. (UNDER $950),01/24/2015 12:00:00 AM,19:10,LARCENY,6,06/10/2015 03:30:11 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15019580,BURGLARY AUTO,04/04/2015 12:00:00 AM,11:45,BURGLARY - VEHICLE,6,06/10/2015 03:30:13 AM,"1400 SIXTY-SEVENTH ST
Berkeley, CA
(37.850603082000077, -122.28061308099996)",1400 SIXTY-SEVENTH ST,Berkeley,CA
15017826,ASSAULT/BATTERY MISD.,03/27/2015 12:00:00 AM,12:00,ASSAULT,5,06/10/2015 03:30:13 AM,"2700 M L KING JR WAY
Berkeley, CA
(37.859627753000041, -122.27173359799997)",2700 M L KING JR WAY,Berkeley,CA
15090721,BURGLARY AUTO,05/06/2015 12:00:00 AM,21:00,BURGLARY - VEHICLE,3,06/10/2015 03:30:09 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15030098,DISTURBANCE,05/25/2015 12:00:00 AM,12:12,DISORDERLY CONDUCT,1,06/10/2015 03:30:09 AM,"ADELINE STREET &amp; SHATTUCK AVE
Berkeley, CA
(37.859392632000038, -122.26746967899999)",ADELINE STREET & SHATTUCK AVE,Berkeley,CA
15023278,DISTURBANCE,04/21/2015 12:00:00 AM,18:30,DISORDERLY CONDUCT,2,06/10/2015 03:30:14 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15090706,THEFT MISD. (UNDER $950),05/04/2015 12:00:00 AM,00:00,LARCENY,1,06/10/2015 03:30:09 AM,"1400 GLENDALE AVE
Berkeley, CA
(37.884503213000073, -122.25453579199996)",1400 GLENDALE AVE,Berkeley,CA
15004687,VEHICLE STOLEN,01/24/2015 12:00:00 AM,21:00,MOTOR VEHICLE THEFT,6,06/10/2015 03:30:10 AM,"1700 HARMON ST
Berkeley, CA
(37.849351094000042, -122.27363111399995)",1700 HARMON ST,Berkeley,CA
15004072,NARCOTICS,01/21/2015 12:00:00 AM,19:10,DRUG VIOLATION,3,06/10/2015 03:30:10 AM,"2000 BLAKE ST
Berkeley, CA
(37.862782701000071, -122.26935643999997)",2000 BLAKE ST,Berkeley,CA
15003919,ROBBERY,01/21/2015 12:00:00 AM,18:35,ROBBERY,3,06/10/2015 03:30:10 AM,"2300 BANCROFT WAY
Berkeley, CA
(37.868192664000048, -122.26329658999998)",2300 BANCROFT WAY,Berkeley,CA
15031372,BURGLARY AUTO,05/31/2015 12:00:00 AM,07:00,BURGLARY - VEHICLE,0,06/10/2015 03:30:09 AM,"ADDISON STREET &amp; FIFTH ST
Berkeley, CA
(37.866460388000064, -122.29837561099998)",ADDISON STREET & FIFTH ST,Berkeley,CA
15005591,ASSAULT/BATTERY FEL.,01/27/2015 12:00:00 AM,13:00,ASSAULT,2,06/10/2015 03:30:11 AM,"1500 DERBY ST
Berkeley, CA
(37.858823461000043, -122.27900564799995)",1500 DERBY ST,Berkeley,CA
15010926,VANDALISM,02/22/2015 12:00:00 AM,02:00,VANDALISM,0,06/10/2015 03:30:12 AM,"2500 DURANT AVE
Berkeley, CA
(37.867822782000076, -122.25868631099996)",2500 DURANT AVE,Berkeley,CA
15028676,VEHICLE STOLEN,05/15/2015 12:00:00 AM,14:45,MOTOR VEHICLE THEFT,5,06/10/2015 03:30:09 AM,"2000 DWIGHT WAY
Berkeley, CA
(37.863643455000044, -122.26961570399999)",2000 DWIGHT WAY,Berkeley,CA
15025479,VEHICLE STOLEN,05/01/2015 12:00:00 AM,17:00,MOTOR VEHICLE THEFT,5,06/10/2015 03:30:09 AM,"1600 MCGEE AVE
Berkeley, CA
(37.877138875000071, -122.27823022699999)",1600 MCGEE AVE,Berkeley,CA
14075714,THEFT FROM PERSON,12/29/2014 12:00:00 AM,04:20,LARCENY,1,06/10/2015 03:30:10 AM,"2400 ASHBY AVE
Berkeley, CA
(37.856198169000038, -122.25957152899997)",2400 ASHBY AVE,Berkeley,CA
15015620,DOMESTIC VIOLENCE,03/16/2015 12:00:00 AM,23:38,FAMILY OFFENSE,1,06/10/2015 03:30:12 AM,"1500 CHANNING WAY
Berkeley, CA
(37.86399977800005, -122.28111077099999)",1500 CHANNING WAY,Berkeley,CA
15006049,VEHICLE STOLEN,01/30/2015 12:00:00 AM,13:00,MOTOR VEHICLE THEFT,5,06/10/2015 03:30:11 AM,"VINE STREET &amp; JOSEPHINE ST
Berkeley, CA
(37.879484366000042, -122.27499799099996)",VINE STREET & JOSEPHINE ST,Berkeley,CA
15008445,THEFT MISD. (UNDER $950),02/02/2015 12:00:00 AM,09:00,LARCENY,1,06/10/2015 03:30:11 AM,"3100 MABEL ST
Berkeley, CA
(37.851017717000047, -122.28324526399996)",3100 MABEL ST,Berkeley,CA
15090178,THEFT MISD. (UNDER $950),01/27/2015 12:00:00 AM,17:00,LARCENY,2,06/10/2015 03:30:11 AM,"1800 SAN PABLO AVE
Berkeley, CA
(37.871349916000042, -122.29296208599999)",1800 SAN PABLO AVE,Berkeley,CA
15001881,BURGLARY COMMERCIAL,01/11/2015 12:00:00 AM,07:00,BURGLARY - COMMERCIAL,0,06/10/2015 03:30:10 AM,"1500 SOLANO AVE
Berkeley, CA
(37.890913357000045, -122.28695869699999)",1500 SOLANO AVE,Berkeley,CA
15022723,THEFT FROM PERSON,04/18/2015 12:00:00 AM,21:10,LARCENY,6,06/10/2015 03:30:13 AM,"2500 SAN PABLO AVE
Berkeley, CA
(37.860829583000054, -122.28960087999997)",2500 SAN PABLO AVE,Berkeley,CA
15090105,BURGLARY AUTO,01/18/2015 12:00:00 AM,08:35,BURGLARY - VEHICLE,0,06/10/2015 03:30:10 AM,"2400 PARKER ST
Berkeley, CA
(37.863037038000073, -122.26023108399994)",2400 PARKER ST,Berkeley,CA
15013270,THEFT MISD. (UNDER $950),03/05/2015 12:00:00 AM,09:30,LARCENY,4,06/10/2015 03:30:12 AM,"2500 NINTH ST
Berkeley, CA
(37.86055649900004, -122.29183113999994)",2500 NINTH ST,Berkeley,CA
15032701,THEFT FROM AUTO,05/30/2015 12:00:00 AM,12:00,LARCENY - FROM VEHICLE,6,06/10/2015 03:30:10 AM,"2000 FRANCISCO ST
Berkeley, CA
(37.875388217000079, -122.27097877699998)",2000 FRANCISCO ST,Berkeley,CA
15001103,THEFT MISD. (UNDER $950),01/06/2015 12:00:00 AM,12:15,LARCENY,2,06/10/2015 03:30:10 AM,"2200 MILVIA ST
Berkeley, CA
(37.868959842000038, -122.27047400799995)",2200 MILVIA ST,Berkeley,CA
15022275,FRAUD/FORGERY,04/16/2015 12:00:00 AM,01:54,FRAUD,4,06/10/2015 03:30:13 AM,"CURTIS STREET &amp; CHANNING WAY
Berkeley, CA
(37.863112503000025, -122.28824781799995)",CURTIS STREET & CHANNING WAY,Berkeley,CA
15010995,THEFT FELONY (OVER $950),02/22/2015 12:00:00 AM,20:10,LARCENY,0,06/10/2015 03:30:12 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868493410000042, -122.25919331499995)",2300 TELEGRAPH AVE,Berkeley,CA
15023351,ROBBERY,04/11/2015 12:00:00 AM,01:30,ROBBERY,6,06/10/2015 03:30:14 AM,"2100 MILVIA ST
Berkeley, CA
(37.87068735400004, -122.27064353899999)",2100 MILVIA ST,Berkeley,CA
15002922,THEFT FROM AUTO,01/16/2015 12:00:00 AM,07:30,LARCENY - FROM VEHICLE,5,06/10/2015 03:30:10 AM,"UNIVERSITY AVENUE &amp;MARINA BLVD
Berkeley, CA
(37.86988305400007, -122.27053687599999)",UNIVERSITY AVENUE &MARINA BLVD,Berkeley,CA
14075547,BURGLARY RESIDENTIAL,12/26/2014 12:00:00 AM,06:00,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:10 AM,"2400 VIRGINIA ST
Berkeley, CA
(37.877513472000032, -122.26250612499996)",2400 VIRGINIA ST,Berkeley,CA
15009863,DISTURBANCE,02/17/2015 12:00:00 AM,10:44,DISORDERLY CONDUCT,2,06/10/2015 03:30:11 AM,"NINTH STREET &amp; BANCROFT WAY
Berkeley, CA
(37.864170895000029, -122.29296851199996)",NINTH STREET & BANCROFT WAY,Berkeley,CA
15000484,THEFT FROM AUTO,01/02/2015 12:00:00 AM,12:00,LARCENY - FROM VEHICLE,5,06/10/2015 03:30:10 AM,"2100 KITTREDGE ST
Berkeley, CA
(37.868497966000064, -122.26767955199995)",2100 KITTREDGE ST,Berkeley,CA
14076008,BURGLARY RESIDENTIAL,12/19/2014 12:00:00 AM,10:00,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:10 AM,"2000 CHANNING WAY
Berkeley, CA
(37.86546290800004, -122.26975512999996)",2000 CHANNING WAY,Berkeley,CA
15004653,2ND RESPONSE,01/25/2015 12:00:00 AM,00:19,NOISE VIOLATION,0,06/10/2015 03:30:10 AM,"2500 HILLEGASS AVE
Berkeley, CA
(37.865147183000033, -122.25650388899999)",2500 HILLEGASS AVE,Berkeley,CA
15000721,ROBBERY,01/04/2015 12:00:00 AM,20:23,ROBBERY,0,06/10/2015 03:30:10 AM,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862934802000041, -122.25878425499997)",2600 TELEGRAPH AVE,Berkeley,CA
15010227,ROBBERY,02/18/2015 12:00:00 AM,23:43,ROBBERY,3,06/10/2015 03:30:11 AM,"ASHBY AVENUE &amp; M L KING JR WAY
Berkeley, CA
(37.854291094000075, -122.27105669799994)",ASHBY AVENUE & M L KING JR WAY,Berkeley,CA
15023929,BURGLARY RESIDENTIAL,04/24/2015 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:14 AM,"900 HEARST AVE
Berkeley, CA
(37.869517250000058, -122.29692821399999)",900 HEARST AVE,Berkeley,CA
15025411,DISTURBANCE,05/01/2015 12:00:00 AM,22:39,DISORDERLY CONDUCT,5,06/10/2015 03:30:14 AM,"HARMON STREET &amp; ADELINE ST
Berkeley, CA
(37.849672254000041, -122.27114969499996)",HARMON STREET & ADELINE ST,Berkeley,CA
14075270,BURGLARY RESIDENTIAL,12/17/2014 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,3,06/10/2015 03:30:10 AM,"2600 COLLEGE AVE
Berkeley, CA
(37.86369232800007, -122.25373783199996)",2600 COLLEGE AVE,Berkeley,CA
15000051,ROBBERY,01/01/2015 12:00:00 AM,01:30,ROBBERY,4,06/10/2015 03:30:10 AM,"2000 UNIVERSITY AVE
Berkeley, CA
(37.871802763000062, -122.27056633599994)",2000 UNIVERSITY AVE,Berkeley,CA
15015599,THEFT MISD. (UNDER $950),03/16/2015 12:00:00 AM,19:40,LARCENY,1,06/10/2015 03:30:12 AM,"1800 SOLANO AVE
Berkeley, CA
(37.89130282800005, -122.27994706299995)",1800 SOLANO AVE,Berkeley,CA
15015970,BURGLARY AUTO,03/18/2015 12:00:00 AM,16:30,BURGLARY - VEHICLE,3,06/10/2015 03:30:12 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15014147,ALCOHOL OFFENSE,03/09/2015 12:00:00 AM,21:13,LIQUOR LAW VIOLATION,1,06/10/2015 03:30:12 AM,"1900 ALLSTON WAY
Berkeley, CA
(37.868759668000052, -122.27255959499996)",1900 ALLSTON WAY,Berkeley,CA
15017830,ASSAULT/BATTERY MISD.,03/27/2015 12:00:00 AM,11:45,ASSAULT,5,06/10/2015 03:30:13 AM,"ADDISON STREET &amp; ESSEX WAY
Berkeley, CA
(37.866083972000069, -122.30025768899998)",ADDISON STREET & ESSEX WAY,Berkeley,CA
15090392,BURGLARY AUTO,03/03/2015 12:00:00 AM,08:05,BURGLARY - VEHICLE,2,06/10/2015 03:30:12 AM,"2900 NEWBURY ST
Berkeley, CA
(37.856510293000042, -122.26758796899998)",2900 NEWBURY ST,Berkeley,CA
15090333,THEFT MISD. (UNDER $950),02/26/2015 12:00:00 AM,10:30,LARCENY,4,06/10/2015 03:30:12 AM,"2000 ASHBY AVE
Berkeley, CA
(37.854760788000078, -122.26888998099997)",2000 ASHBY AVE,Berkeley,CA
14074842,NARCOTICS,12/23/2014 12:00:00 AM,18:00,DRUG VIOLATION,2,06/10/2015 03:30:09 AM,"DWIGHT WAY &amp; FULTON ST
Berkeley, CA
(37.864241750000076, -122.26526875599995)",DWIGHT WAY & FULTON ST,Berkeley,CA
15010493,THEFT MISD. (UNDER $950),02/20/2015 12:00:00 AM,10:00,LARCENY,5,06/10/2015 03:30:11 AM,"1900 CENTER ST
Berkeley, CA
(37.869650509000053, -122.27267904199999)",1900 CENTER ST,Berkeley,CA
15023144,DISTURBANCE,04/21/2015 12:00:00 AM,03:55,DISORDERLY CONDUCT,2,06/10/2015 03:30:13 AM,"1900 SHATTUCK AVE
Berkeley, CA
(37.873765099000025, -122.26862358899996)",1900 SHATTUCK AVE,Berkeley,CA
15014250,BURGLARY RESIDENTIAL,03/10/2015 12:00:00 AM,09:20,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:12 AM,"2400 PRINCE ST
Berkeley, CA
(37.853709534000075, -122.25992135099995)",2400 PRINCE ST,Berkeley,CA
15031183,BURGLARY RESIDENTIAL,05/22/2015 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:10 AM,"1100 COLUSA AVE
Berkeley, CA
(37.887119002000077, -122.27838478999996)",1100 COLUSA AVE,Berkeley,CA
15031694,FRAUD/FORGERY,06/01/2015 12:00:00 AM,11:00,FRAUD,1,06/10/2015 03:30:10 AM,"3000 M L KING JR WAY
Berkeley, CA
(37.854198723000025, -122.27107801299996)",3000 M L KING JR WAY,Berkeley,CA
15027127,BURGLARY AUTO,05/10/2015 12:00:00 AM,13:00,BURGLARY - VEHICLE,0,06/10/2015 03:30:09 AM,"2300 FOURTH ST
Berkeley, CA
(37.862810356000068, -122.29836167799999)",2300 FOURTH ST,Berkeley,CA
15011671,THEFT MISD. (UNDER $950),02/26/2015 12:00:00 AM,11:43,LARCENY,4,06/10/2015 03:30:12 AM,"2600 SAN PABLO AVE
Berkeley, CA
(37.859170297000048, -122.28904202299998)",2600 SAN PABLO AVE,Berkeley,CA
15008099,DISTURBANCE,02/09/2015 12:00:00 AM,12:00,DISORDERLY CONDUCT,1,06/10/2015 03:30:11 AM,"ASHBY AVENUE &amp; SAN PABLO AVE
Berkeley, CA
(37.852130026000054, -122.28672887099998)",ASHBY AVENUE & SAN PABLO AVE,Berkeley,CA
15015500,MISSING ADULT,03/15/2015 12:00:00 AM,20:00,MISSING PERSON,0,06/10/2015 03:30:12 AM,"1600 ALCATRAZ AVE
Berkeley, CA
(37.848150291000024, -122.27569929699996)",1600 ALCATRAZ AVE,Berkeley,CA
15090124,THEFT FELONY (OVER $950),01/21/2015 12:00:00 AM,01:00,LARCENY,3,06/10/2015 03:30:10 AM,"2400 CARLETON ST
Berkeley, CA
(37.862173144000053, -122.25989620699994)",2400 CARLETON ST,Berkeley,CA
15017954,DISTURBANCE,03/27/2015 12:00:00 AM,21:49,DISORDERLY CONDUCT,5,06/10/2015 03:30:13 AM,"BANCROFT WAY &amp; SAN PABLO AVE
Berkeley, CA
(37.864600452000047, -122.29075873199997)",BANCROFT WAY & SAN PABLO AVE,Berkeley,CA
15025207,ROBBERY,05/01/2015 12:00:00 AM,04:02,ROBBERY,5,06/10/2015 03:30:09 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15020165,DISTURBANCE,04/07/2015 12:00:00 AM,18:01,DISORDERLY CONDUCT,2,06/10/2015 03:30:13 AM,"2700 REGENT ST
Berkeley, CA
(37.860497726000062, -122.25711344599995)",2700 REGENT ST,Berkeley,CA
14076071,DISTURBANCE,12/31/2014 12:00:00 AM,11:00,DISORDERLY CONDUCT,3,06/10/2015 03:30:10 AM,"2000 KITTREDGE ST
Berkeley, CA
(37.86815348600004, -122.27004550499998)",2000 KITTREDGE ST,Berkeley,CA
15026143,VEHICLE STOLEN,05/05/2015 12:00:00 AM,08:00,MOTOR VEHICLE THEFT,2,06/10/2015 03:30:09 AM,"DWIGHT WAY &amp; MCGEE AVE
Berkeley, CA
(37.862771515000077, -122.27665864799997)",DWIGHT WAY & MCGEE AVE,Berkeley,CA
15090163,IDENTITY THEFT,01/24/2015 12:00:00 AM,14:10,FRAUD,6,06/10/2015 03:30:11 AM,"2500 VIRGINIA ST
Berkeley, CA
(37.877802694000025, -122.26034559699997)",2500 VIRGINIA ST,Berkeley,CA
14091751,THEFT FELONY (OVER $950),12/30/2014 12:00:00 AM,11:25,LARCENY,2,06/10/2015 03:30:10 AM,"2100 BERKELEY WAY
Berkeley, CA
(37.873013782000044, -122.26836102699997)",2100 BERKELEY WAY,Berkeley,CA
15023115,NARCOTICS,04/20/2015 12:00:00 AM,22:51,DRUG VIOLATION,1,06/10/2015 03:30:13 AM,"BANCROFT WAY &amp; MILVIA ST
Berkeley, CA
(37.867253075000065, -122.27026844)",BANCROFT WAY & MILVIA ST,Berkeley,CA
15090842,THEFT MISD. (UNDER $950),05/26/2015 12:00:00 AM,13:10,LARCENY,2,06/10/2015 03:30:09 AM,"2200 BANCROFT WAY
Berkeley, CA
(37.867853893000074, -122.26565531099999)",2200 BANCROFT WAY,Berkeley,CA
15030646,BURGLARY AUTO,05/27/2015 12:00:00 AM,21:46,BURGLARY - VEHICLE,3,06/10/2015 03:30:09 AM,"2400 SAN PABLO AVE
Berkeley, CA
(37.862500392000072, -122.29011133999995)",2400 SAN PABLO AVE,Berkeley,CA
